Corrected Roll,Corrected Pitch,Gesture Map,Predicted Gesture
1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
13,-23,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
10,-36,"{'Tilt Up': 0, 'Tilt Down': 4, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
8,-29,"{'Tilt Up': 0, 'Tilt Down': 6, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
4,-16,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
2,-10,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
0,-3,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-1,0,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-3,4,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,6,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,7,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,8,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,8,"{'Tilt Up': 0, 'Tilt Down': 8, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,8,"{'Tilt Up': 0, 'Tilt Down': 6, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,7,"{'Tilt Up': 0, 'Tilt Down': 3, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,7,"{'Tilt Up': 0, 'Tilt Down': 1, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-5,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Up
-4,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,18,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,26,"{'Tilt Up': 2, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,26,"{'Tilt Up': 4, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,17,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,10,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,5,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,2,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,0,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
-1,-2,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-3,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-4,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-4,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
0,-5,"{'Tilt Up': 5, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,-6,"{'Tilt Up': 4, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,-6,"{'Tilt Up': 2, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,-6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Down
1,-6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-9,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-48,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 3, 'Tilt Right': 0}", Neutral
-51,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 5, 'Tilt Right': 0}", Neutral
-35,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 8, 'Tilt Right': 0}", Neutral
-28,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 10, 'Tilt Right': 0}", Swipe Left
-17,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
-11,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
-4,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
-2,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
0,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
2,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 12, 'Tilt Right': 0}", Swipe Left
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 11, 'Tilt Right': 0}", Swipe Left
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 9, 'Tilt Right': 0}", Swipe Left
3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 6, 'Tilt Right': 0}", Swipe Left
2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 3, 'Tilt Right': 0}", Swipe Left
2,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Swipe Left
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Left
2,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
36,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 2}", Neutral
51,-6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 4}", Neutral
45,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 7}", Neutral
35,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 9}", Swipe Right
23,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
16,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
11,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
7,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
-1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
-3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
-5,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 12}", Swipe Right
-5,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 11}", Swipe Right
-5,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 8}", Swipe Right
-6,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 5}", Swipe Right
-5,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 3}", Swipe Right
-5,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 1}", Swipe Right
-4,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Swipe Right
-4,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-9,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-4,8,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
7,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
16,9,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
10,8,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
7,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
5,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
2,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
0,1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-1,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-2,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-2,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 1, 'Tilt Right': 0}", Neutral
-3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-1,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-3,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-2,-2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-4,-4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-8,-6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
-5,-5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,0,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,6,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
3,5,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,4,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
2,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,3,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
1,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
0,2,"{'Tilt Up': 0, 'Tilt Down': 0, 'Tilt Left': 0, 'Tilt Right': 0}", Neutral
